timestamp,sensorName,valueX,valueY,valueZ
1625531073376,Accelerometer,9.671082,-1.0165558,0.78538513
1625531073380,Accelerometer,9.390961,-0.9830322,0.9242554
1625531073384,Accelerometer,9.477142,-0.9279785,0.91467285
1625531073388,Accelerometer,9.537003,-1.0357056,0.8213043
1625531073392,Accelerometer,9.41011,-1.0644379,0.768631
1625531073396,Accelerometer,9.577713,-1.0788116,0.6967926
1625531073400,Accelerometer,9.7453,-1.1266937,0.6465149
1625531073405,Accelerometer,9.58728,-1.0620422,0.7351074
1625531073408,Accelerometer,9.513062,-0.97106934,0.7901764
1625531073412,Accelerometer,9.565735,-1.0309143,0.75665283
1625531073416,Accelerometer,9.484329,-1.0835876,0.7805939
1625531073420,Accelerometer,9.582489,-1.0644379,0.7207489
1625531073424,Accelerometer,9.707001,-1.0883789,0.7063751
1625531073428,Accelerometer,9.608826,-1.0859833,0.68003845
1625531073432,Accelerometer,9.589676,-1.0237427,0.65849304
1625531073436,Accelerometer,9.654327,-1.0428925,0.66807556
1625531073440,Accelerometer,9.560944,-1.0285339,0.69918823
1625531073444,Accelerometer,9.539398,-0.98542786,0.73750305
1625531073448,Accelerometer,9.623199,-0.97346497,0.7183533
1625531073452,Accelerometer,9.515457,-0.997406,0.7111664
1625531073456,Accelerometer,9.505875,-0.9614868,0.70877075
1625531073460,Accelerometer,9.584885,-1.0261383,0.7183533
1625531073464,Accelerometer,9.60405,-1.0548706,0.70158386
1625531073468,Accelerometer,9.635162,-1.0189514,0.7039795
1625531073472,Accelerometer,9.704605,-1.0189514,0.634552
1625531073476,Accelerometer,9.60643,-0.9902191,0.6537018
1625531073479,Accelerometer,9.553757,-0.9399414,0.6848297
1625531073484,Accelerometer,9.580093,-0.95669556,0.71595764
1625531073488,Accelerometer,9.529816,-0.9686737,0.73031616
1625531073487,Gyroscope,0.012969971,0.0072631836,0.0017547607
1625531073492,Accelerometer,9.563339,-0.9590912,0.66807556
1625531073492,Gyroscope,0.017242432,0.012588501,0.0028076172
1625531073496,Accelerometer,9.556152,-0.9902191,0.6752472
1625531073496,Gyroscope,0.015106201,0.012588501,0.0006866455
1625531073500,Accelerometer,9.560944,-0.9782562,0.6537018
1625531073500,Gyroscope,0.014038086,0.014709473,0.0028076172
1625531073504,Accelerometer,9.572922,-0.9878235,0.6632843
1625531073503,Gyroscope,0.012969971,0.017913818,0.0006866455
1625531073508,Accelerometer,9.599258,-0.9902191,0.6776428
1625531073507,Gyroscope,0.012969971,0.017913818,0.0006866455
1625531073512,Accelerometer,9.584885,-0.9758606,0.68722534
1625531073512,Gyroscope,0.010848999,0.014709473,0.0006866455
1625531073516,Accelerometer,9.592072,-0.9686737,0.6848297
1625531073516,Gyroscope,0.011917114,0.011520386,-0.00038146973
1625531073520,Accelerometer,9.577713,-0.9782562,0.6776428
1625531073520,Gyroscope,0.012969971,0.011520386,0.0017547607
1625531073524,Accelerometer,9.537003,-0.95669556,0.68722534
1625531073524,Gyroscope,0.011917114,0.012588501,0.0038757324
1625531073527,Accelerometer,9.563339,-0.9830322,0.713562
1625531073528,Gyroscope,0.011917114,0.011520386,0.0049438477
1625531073532,Accelerometer,9.551376,-1.0069733,0.713562
1625531073531,Gyroscope,0.011917114,0.011520386,0.007080078
1625531073536,Accelerometer,9.541794,-1.0189514,0.7063751
1625531073535,Gyroscope,0.014038086,0.009384155,0.008132935
1625531073539,Accelerometer,9.544189,-1.0381012,0.68722534
1625531073540,Gyroscope,0.012969971,0.0061950684,0.008132935
1625531073543,Accelerometer,9.539398,-1.0261383,0.65849304
