id,attr_time,attr_lat,attr_lng
180,1532074765000,49.4625,11.0715
181,1532074766000,49.4625,11.0715
182,1532074767000,49.4625,11.0715
183,1532074768000,49.4625,11.0715
184,1532074769000,49.4625,11.0715
185,1532074770000,49.4625,11.0715
186,1532074771000,49.4625,11.0715
187,1532074772000,49.4625,11.0715
188,1532074773000,49.4625,11.0715
189,1532074774000,49.4625,11.0715
190,1532074775000,49.4625,11.0715
191,1532074776000,49.4625,11.0715
192,1532074777000,49.4625,11.0715
193,1532074778000,49.4625,11.0715
194,1532074779000,49.4625,11.0715
195,1532074780000,49.4625,11.0715
196,1532074781000,49.4625,11.0715
197,1532074782000,49.4625,11.0715
198,1532074783000,49.4625,11.0715
199,1532074784000,49.4625,11.0715
200,1532074785000,49.4625,11.0715
201,1532074786000,49.4625,11.0715
202,1532074787000,49.4625,11.0715
203,1532074788000,49.4625,11.0715
204,1532074789000,49.4625,11.0715
205,1532074790000,49.4625,11.0715
206,1532074791000,49.4625,11.0715
207,1532074792000,49.4625,11.0715
208,1532074793000,49.4625,11.0715
209,1532074794000,49.4622,11.0711
210,1532074797000,49.4625,11.0715
211,1532074798000,49.4625,11.0715
212,1532074799000,49.4625,11.0715
213,1532074800000,49.4625,11.0715
214,1532074801000,49.4625,11.0715
215,1532074802000,49.4625,11.0715
216,1532075505000,49.4475,11.0825
217,1532075506000,49.4475,11.0825
218,1532075507000,49.4475,11.0824
219,1532075508000,49.4475,11.0824
220,1532075509000,49.4474,11.0824
221,1532075510000,49.4474,11.0824
222,1532075511000,49.4474,11.0824
223,1532075512000,49.4474,11.0824
224,1532075513000,49.4474,11.0823
225,1532075514000,49.4475,11.0823
226,1532075515000,49.4475,11.0823
227,1532075516000,49.4475,11.0822
228,1532075517000,49.4475,11.0822
229,1532075518000,49.4475,11.0822
230,1532075519000,49.4475,11.0822
231,1532075520000,49.4475,11.0822
232,1532075521000,49.4475,11.0822
233,1532075522000,49.4475,11.0822
234,1532075523000,49.4475,11.0822
235,1532075524000,49.4475,11.0822
236,1532075525000,49.4475,11.0822
237,1532075526000,49.4475,11.0822
238,1532075527000,49.4475,11.0822
239,1532075528000,49.4475,11.0822
240,1532075529000,49.4475,11.0823
241,1532075530000,49.4475,11.0823
242,1532075531000,49.4475,11.0823
243,1532075532000,49.4475,11.0824
244,1532075533000,49.4475,11.0824
245,1532075534000,49.4475,11.0824
246,1532075535000,49.4475,11.0824
247,1532075536000,49.4475,11.0825
248,1532075537000,49.4475,11.0825
249,1532075538000,49.4475,11.0825
250,1532075539000,49.4475,11.0826
251,1532075540000,49.4475,11.0826
252,1532075541000,49.4474,11.0826
253,1532075542000,49.4474,11.0826
254,1532075543000,49.4474,11.0826
255,1532075544000,49.4474,11.0826
256,1532075545000,49.4474,11.0826
257,1532075546000,49.4474,11.0827
258,1532075547000,49.4474,11.0827
259,1532075548000,49.4474,11.0827
260,1532075549000,49.4474,11.0827
261,1532075550000,49.4474,11.0827
262,1532075551000,49.4474,11.0827
263,1532075552000,49.4474,11.0827
264,1532075553000,49.4474,11.0827
265,1532075554000,49.4474,11.0828
266,1532075555000,49.4474,11.0828
267,1532075556000,49.4474,11.0828
268,1532075557000,49.4474,11.0828
269,1532075558000,49.4474,11.0828
