timestamp,sensorName,valueX,valueY,valueZ
1625928666060,Accelerometer,9.338287,-1.5887756,1.1469116
1625928666063,Accelerometer,9.558548,-1.6988983,0.91467285
1625928666067,Accelerometer,9.501099,-1.720459,0.5746918
1625928666072,Accelerometer,9.5681305,-1.6582031,0.4789276
1625928666076,Accelerometer,9.733322,-1.5480652,0.45498657
1625928666080,Accelerometer,9.740509,-1.4929962,0.5268097
1625928666084,Accelerometer,9.481934,-1.4379425,0.58906555
1625928666088,Accelerometer,9.302368,-1.4594879,0.70158386
1625928666092,Accelerometer,9.326309,-1.4618835,0.8667908
1625928666096,Accelerometer,9.692627,-1.4618835,0.792572
1625928666100,Accelerometer,9.891342,-1.4499054,0.5651245
1625928666103,Accelerometer,9.738113,-1.2990723,0.4358368
1625928666107,Accelerometer,9.601654,-1.0883789,0.36639404
1625928666111,Accelerometer,9.513062,-1.1219025,0.40231323
1625928666116,Accelerometer,9.220978,-1.2009125,0.41189575
1625928666120,Accelerometer,9.323914,-1.3302002,0.28977966
1625928666124,Accelerometer,9.730942,-1.5432739,0.263443
1625928666128,Accelerometer,9.920074,-1.5480652,0.263443
1625928666132,Accelerometer,10.08049,-1.4570923,0.19641113
1625928666136,Accelerometer,9.917679,-1.1721802,0.10543823
1625928666139,Accelerometer,9.697418,-0.88726807,0.031204224
1625928666143,Accelerometer,9.42926,-0.69573975,0.050369263
1625928666147,Accelerometer,9.338287,-0.6550293,0.06951904
1625928666151,Accelerometer,9.42926,-0.78671265,0.047973633
1625928666155,Accelerometer,9.58728,-0.91600037,0.035995483
1625928666159,Accelerometer,9.958389,-1.0189514,-0.15074158
1625928666164,Accelerometer,10.145126,-0.9686737,-0.34228516
1625928666168,Accelerometer,10.056549,-0.8681183,-0.23693848
1625928666172,Accelerometer,9.704605,-0.76516724,-0.011886597
1625928666175,Accelerometer,9.371811,-0.70770264,0.10064697
1625928666179,Accelerometer,9.36702,-0.9088135,0.33288574
1625928666183,Accelerometer,9.381378,-1.0716248,0.37597656
1625928666187,Accelerometer,9.766846,-1.1985168,0.18922424
1625928666191,Accelerometer,10.056549,-1.2440033,0.40950012
1625928666191,Gyroscope,-0.055145264,-0.012023926,-0.014846802
1625928666195,Accelerometer,10.303146,-1.100357,-0.2752533
1625928666195,Gyroscope,-0.08496094,0.017807007,-0.029754639
1625928666200,Accelerometer,9.68544,-0.9375458,-0.019073486
