timestamp,sensorName,valueX,valueY,valueZ
1624966162704,Accelerometer,-5.230438,6.063095,7.896164
1624966162708,Accelerometer,-4.854538,6.1397095,7.9416504
1624966162712,Accelerometer,-4.543289,6.1085815,8.070938
1624966162716,Accelerometer,-4.284729,6.0128174,8.300781
1624966162720,Accelerometer,-4.057266,5.871567,8.57373
1624966162724,Accelerometer,-3.8609467,5.703964,8.813141
1624966162728,Accelerometer,-3.664627,5.54834,9.040588
1624966162733,Accelerometer,-3.4371796,5.438217,9.296768
1624966162737,Accelerometer,-3.1809998,5.354416,9.610413
1624966162741,Accelerometer,-2.8841095,5.2969513,9.938416
1624966162745,Accelerometer,-2.5082245,5.268219,10.280792
1624966162749,Accelerometer,-2.0796661,5.275406,10.618378
1624966162753,Accelerometer,-1.6798248,5.2730103,10.908066
1624966162756,Accelerometer,-1.3278809,5.2394867,11.12355
1624966162760,Accelerometer,-1.0621338,5.1987915,11.293533
1624966162765,Accelerometer,-0.8801727,5.129364,11.441971
1624966162769,Accelerometer,-0.77482605,5.0407715,11.568863
1624966162772,Accelerometer,-0.7724304,4.904297,11.67421
1624966162776,Accelerometer,-1.6103973,3.8340912,11.504227
1624966162781,Accelerometer,-2.3789368,2.9458466,11.24086
1624966162785,Accelerometer,-2.517807,2.7351532,11.073273
1624966162789,Accelerometer,-2.218521,2.9961243,10.987076
1624966162792,Accelerometer,-1.6750488,3.5372162,11.006226
1624966162796,Accelerometer,-1.071701,4.1429443,11.111572
1624966162800,Accelerometer,-0.54019165,4.6505127,11.1714325
1624966162804,Accelerometer,-0.13796997,5.0288086,11.116364
1624966162808,Accelerometer,0.12060547,5.2394867,10.948776
1624966162812,Accelerometer,0.2379303,5.2945557,10.68541
1624966162816,Accelerometer,0.22834778,5.2227325,10.345428
1624966162821,Accelerometer,0.10864258,5.0527496,9.955185
1624966162825,Accelerometer,-0.10444641,4.8348694,9.526611
1624966162829,Accelerometer,-0.38456726,4.6026306,9.100449
1624966162832,Accelerometer,-0.72454834,4.406311,8.698227
1624966162836,Accelerometer,-1.12677,4.2770233,8.348663
1624966162840,Accelerometer,-1.5649109,4.2434998,8.042206
1624966162844,Accelerometer,-2.019806,4.296173,7.793213
1624966162848,Accelerometer,-2.4818878,4.4158936,7.5825195
