,statusId,sensorName,valueX,valueY,valueZ,timestamp
0,9,Accelerometer,-0.095,0.201,-0.919,1567191444781
1,9,Accelerometer,-0.09699999999999999,0.204,-0.9229999999999999,1567191444791
2,9,Accelerometer,-0.095,0.201,-0.9259999999999999,1567191444801
3,9,Accelerometer,-0.09699999999999999,0.201,-0.9229999999999999,1567191444811
4,9,Accelerometer,-0.09699999999999999,0.2,-0.922,1567191444821
5,9,Accelerometer,-0.09699999999999999,0.19899999999999998,-0.924,1567191444831
6,9,Accelerometer,-0.099,0.201,-0.9229999999999999,1567191444841
7,9,Accelerometer,-0.099,0.2,-0.9229999999999999,1567191444851
8,9,Accelerometer,-0.10099999999999999,0.201,-0.927,1567191444861
9,9,Accelerometer,-0.102,0.201,-0.927,1567191444871
10,9,Accelerometer,-0.09699999999999999,0.201,-0.9229999999999999,1567191444881
11,9,Accelerometer,-0.1,0.20199999999999999,-0.9209999999999999,1567191444891
12,9,Accelerometer,-0.10099999999999999,0.203,-0.924,1567191444901
13,9,Accelerometer,-0.1,0.201,-0.927,1567191444911
14,9,Accelerometer,-0.1,0.201,-0.9209999999999999,1567191444921
15,9,Accelerometer,-0.10099999999999999,0.20199999999999999,-0.924,1567191444931
16,9,Accelerometer,-0.1,0.20199999999999999,-0.9229999999999999,1567191444941
17,9,Accelerometer,-0.102,0.2,-0.9229999999999999,1567191444951
18,9,Accelerometer,-0.10300000000000001,0.2,-0.9229999999999999,1567191444961
19,9,Accelerometer,-0.10800000000000001,0.201,-0.924,1567191444971
20,9,Accelerometer,-0.107,0.2,-0.925,1567191444981
21,9,Accelerometer,-0.107,0.20199999999999999,-0.9229999999999999,1567191444991
22,9,Accelerometer,-0.10800000000000001,0.207,-0.924,1567191445001
23,9,Accelerometer,-0.109,0.205,-0.925,1567191445011
24,9,Accelerometer,-0.10800000000000001,0.205,-0.9229999999999999,1567191445021
25,9,Accelerometer,-0.105,0.207,-0.925,1567191445031
26,9,Accelerometer,-0.105,0.207,-0.9259999999999999,1567191445041
27,9,Accelerometer,-0.10400000000000001,0.20600000000000002,-0.922,1567191445051
28,9,Accelerometer,-0.10099999999999999,0.205,-0.9229999999999999,1567191445061
29,9,Accelerometer,-0.1,0.20199999999999999,-0.9229999999999999,1567191445071
30,9,Accelerometer,-0.09699999999999999,0.201,-0.925,1567191445081
31,9,Accelerometer,-0.098,0.201,-0.9229999999999999,1567191445091
32,9,Accelerometer,-0.098,0.20199999999999999,-0.924,1567191445101
33,9,Accelerometer,-0.09699999999999999,0.203,-0.924,1567191445111
34,9,Accelerometer,-0.10099999999999999,0.204,-0.9209999999999999,1567191445121
35,9,Accelerometer,-0.102,0.204,-0.9229999999999999,1567191445131
36,9,Accelerometer,-0.10300000000000001,0.20199999999999999,-0.9259999999999999,1567191445141
37,9,Accelerometer,-0.10400000000000001,0.204,-0.9259999999999999,1567191445151
38,9,Accelerometer,-0.102,0.204,-0.925,1567191445161
39,9,Accelerometer,-0.10099999999999999,0.20600000000000002,-0.925,1567191445171
40,9,Accelerometer,-0.10099999999999999,0.205,-0.924,1567191445181
41,9,Accelerometer,-0.10099999999999999,0.204,-0.922,1567191445191
42,9,Accelerometer,-0.102,0.205,-0.924,1567191445201
43,9,Accelerometer,-0.1,0.205,-0.9209999999999999,1567191445211
44,9,Accelerometer,-0.10099999999999999,0.203,-0.922,1567191445221
45,9,Accelerometer,-0.105,0.205,-0.9209999999999999,1567191445231
46,9,Accelerometer,-0.10400000000000001,0.204,-0.9229999999999999,1567191445241
47,9,Accelerometer,-0.10400000000000001,0.20199999999999999,-0.922,1567191445251
48,9,Accelerometer,-0.107,0.2,-0.925,1567191445261
49,9,Accelerometer,-0.10800000000000001,0.203,-0.9229999999999999,1567191445271
50,9,Accelerometer,-0.10800000000000001,0.204,-0.9229999999999999,1567191445281
51,9,Accelerometer,-0.109,0.203,-0.9229999999999999,1567191445291
52,9,Accelerometer,-0.10800000000000001,0.203,-0.9229999999999999,1567191445301
53,9,Accelerometer,-0.106,0.203,-0.924,1567191445311
54,9,Accelerometer,-0.107,0.20199999999999999,-0.922,1567191445321
55,9,Accelerometer,-0.10400000000000001,0.201,-0.922,1567191445331
56,9,Accelerometer,-0.10400000000000001,0.201,-0.924,1567191445341
57,9,Accelerometer,-0.102,0.20199999999999999,-0.9229999999999999,1567191445351
58,9,Accelerometer,-0.098,0.19899999999999998,-0.925,1567191445361
