id,attr_time,attr_lat,attr_lng
15112,1532335329000,47.8023,13.0427
15113,1532335330000,47.8023,13.0427
15114,1532335331000,47.8023,13.0427
15115,1532335332000,47.8023,13.0427
15116,1532335333000,47.8023,13.0426
15117,1532335334000,47.8023,13.0426
15118,1532335335000,47.8022,13.0426
15119,1532335336000,47.8022,13.0426
15120,1532335337000,47.8022,13.0426
15121,1532335338000,47.8022,13.0426
15122,1532335339000,47.8022,13.0426
15123,1532335340000,47.8022,13.0426
15124,1532335341000,47.8022,13.0425
15125,1532335342000,47.8022,13.0425
15126,1532335343000,47.8022,13.0425
15127,1532335344000,47.8022,13.0425
15128,1532335345000,47.8022,13.0425
15129,1532335346000,47.8022,13.0425
15130,1532335347000,47.8022,13.0425
15131,1532335348000,47.8022,13.0425
15132,1532335349000,47.8022,13.0425
15133,1532335350000,47.8022,13.0425
15134,1532335351000,47.8022,13.0425
15135,1532335352000,47.8022,13.0425
15136,1532335353000,47.8022,13.0425
15137,1532335354000,47.8022,13.0425
15138,1532335355000,47.8022,13.0425
15139,1532335356000,47.8022,13.0425
15140,1532335357000,47.8022,13.0425
15141,1532335358000,47.8022,13.0425
15142,1532335359000,47.8022,13.0425
15143,1532335360000,47.8022,13.0425
15144,1532335361000,47.8022,13.0425
15145,1532335362000,47.8022,13.0425
15146,1532335363000,47.8022,13.0425
15147,1532335364000,47.8022,13.0425
15148,1532335365000,47.8022,13.0425
15149,1532335366000,47.8022,13.0425
15150,1532335367000,47.8022,13.0425
15151,1532335368000,47.8022,13.0425
15152,1532335369000,47.8022,13.0425
15153,1532335370000,47.8022,13.0425
15154,1532335371000,47.8022,13.0424
15155,1532335372000,47.8022,13.0424
15156,1532335373000,47.8022,13.0424
15157,1532335374000,47.8022,13.0424
15158,1532335375000,47.8022,13.0424
15159,1532335376000,47.8022,13.0424
15160,1532335377000,47.8022,13.0424
15161,1532335378000,47.8022,13.0424
15162,1532335379000,47.8022,13.0424
15163,1532335380000,47.8022,13.0424
15164,1532335381000,47.8022,13.0424
15165,1532335382000,47.8022,13.0424
15166,1532335383000,47.8022,13.0424
15167,1532335384000,47.8022,13.0424
15168,1532335385000,47.8022,13.0424
15169,1532335386000,47.8022,13.0424
15170,1532335387000,47.8022,13.0424
15171,1532335388000,47.8022,13.0424
15172,1532335389000,47.8022,13.0424
15173,1532335390000,47.8022,13.0425
15174,1532335391000,47.8022,13.0424
15175,1532335392000,47.8022,13.0424
15176,1532335393000,47.8022,13.0424
15177,1532335394000,47.8022,13.0424
15178,1532335395000,47.8022,13.0424
15179,1532335396000,47.8022,13.0424
15180,1532335397000,47.8022,13.0424
15181,1532335398000,47.8022,13.0424
15182,1532335399000,47.8022,13.0424
15183,1532335400000,47.8022,13.0424
15184,1532335401000,47.8022,13.0424
15185,1532335402000,47.8022,13.0424
15186,1532335403000,47.8022,13.0424
15187,1532335404000,47.8022,13.0424
15188,1532335405000,47.8022,13.0424
15189,1532335406000,47.8022,13.0424
15190,1532335407000,47.8022,13.0424
15191,1532335408000,47.8022,13.0424
15192,1532335409000,47.8022,13.0424
15193,1532335410000,47.8022,13.0424
15194,1532335411000,47.8022,13.0424
15195,1532335412000,47.8022,13.0425
15196,1532335413000,47.8022,13.0425
15197,1532335414000,47.8022,13.0425
15198,1532335415000,47.8022,13.0425
15199,1532335416000,47.8022,13.0425
15200,1532335417000,47.8022,13.0425
15201,1532335418000,47.8022,13.0425
15202,1532335419000,47.8022,13.0425
15203,1532335420000,47.8022,13.0425
15204,1532335421000,47.8022,13.0425
15205,1532335422000,47.8022,13.0425
15206,1532335423000,47.8022,13.0425
15207,1532335424000,47.8022,13.0425
15208,1532335425000,47.8021,13.0425
15209,1532335426000,47.8021,13.0425
15210,1532335427000,47.8021,13.0425
15211,1532335428000,47.8021,13.0425
15212,1532335429000,47.8021,13.0425
15213,1532335430000,47.8021,13.0425
15214,1532335431000,47.8021,13.0425
15215,1532335432000,47.8021,13.0425
15216,1532335433000,47.8021,13.0425
15217,1532335434000,47.8021,13.0425
15218,1532335435000,47.8021,13.0425
15219,1532335436000,47.8021,13.0425
15220,1532335437000,47.8021,13.0425
15221,1532335438000,47.8021,13.0425
15222,1532335439000,47.8021,13.0425
15223,1532335440000,47.8021,13.0425
15224,1532335441000,47.8021,13.0425
15225,1532335442000,47.8021,13.0425
15226,1532335443000,47.8021,13.0425
15227,1532335444000,47.8021,13.0425
15228,1532335445000,47.8021,13.0425
15229,1532335446000,47.8021,13.0425
15230,1532335447000,47.8021,13.0425
15231,1532335448000,47.8021,13.0425
15232,1532335449000,47.8021,13.0425
15233,1532335450000,47.8021,13.0425
15234,1532335451000,47.8021,13.0425
15235,1532335452000,47.8021,13.0425
15236,1532335453000,47.8021,13.0425
15237,1532335454000,47.8021,13.0425
15238,1532335455000,47.8021,13.0425
15239,1532335456000,47.8021,13.0425
15240,1532335457000,47.8021,13.0425
15241,1532335458000,47.8021,13.0425
15242,1532335459000,47.8021,13.0425
15243,1532335460000,47.8021,13.0425
15244,1532335461000,47.8021,13.0425
15245,1532335462000,47.8021,13.0425
15246,1532335463000,47.8021,13.0424
15247,1532335464000,47.8021,13.0424
15248,1532335465000,47.8021,13.0425
15249,1532335466000,47.8021,13.0425
15250,1532335467000,47.8021,13.0425
15251,1532335468000,47.8021,13.0424
15252,1532335469000,47.8021,13.0424
15253,1532335470000,47.8021,13.0424
15254,1532335471000,47.8021,13.0424
15255,1532335472000,47.8021,13.0424
15256,1532335473000,47.8021,13.0424
15257,1532335474000,47.8021,13.0424
15258,1532335475000,47.8021,13.0424
15259,1532335476000,47.8021,13.0424
15260,1532335477000,47.8021,13.0424
15261,1532335478000,47.8021,13.0424
15262,1532335479000,47.8021,13.0424
15263,1532335480000,47.8021,13.0424
15264,1532335481000,47.8021,13.0424
15265,1532335482000,47.8021,13.0424
15266,1532335483000,47.8021,13.0424
15267,1532335484000,47.8021,13.0424
15268,1532335485000,47.8021,13.0424
15269,1532335486000,47.802,13.0424
15270,1532335487000,47.802,13.0424
15271,1532335488000,47.802,13.0424
15272,1532335489000,47.802,13.0424
15273,1532335490000,47.802,13.0424
15274,1532335491000,47.802,13.0424
15275,1532335492000,47.802,13.0424
15276,1532335493000,47.802,13.0424
15277,1532335494000,47.802,13.0424
15278,1532335495000,47.802,13.0423
15279,1532335496000,47.802,13.0423
15280,1532335497000,47.802,13.0423
15281,1532335498000,47.802,13.0423
15282,1532335499000,47.8019,13.0423
15283,1532335500000,47.8019,13.0423
15284,1532335501000,47.8019,13.0423
15285,1532335502000,47.8019,13.0423
15286,1532335503000,47.8019,13.0423
15287,1532335504000,47.8019,13.0423
15288,1532335505000,47.8019,13.0423
15289,1532335506000,47.8019,13.0423
