id,attr_time,attr_lat,attr_lng
12643,1532332857000,47.819,13.0279
12644,1532332858000,47.819,13.0279
12645,1532332859000,47.819,13.0279
12646,1532332860000,47.819,13.0279
12647,1532332861000,47.819,13.0279
12648,1532332862000,47.819,13.0279
12649,1532332863000,47.819,13.0279
12650,1532332864000,47.819,13.0279
12651,1532332865000,47.819,13.0279
12652,1532332866000,47.819,13.0279
12653,1532332867000,47.819,13.0279
12654,1532332868000,47.8189,13.0279
12655,1532332869000,47.8189,13.0279
12656,1532332870000,47.8189,13.0279
12657,1532332871000,47.8189,13.0279
12658,1532332872000,47.8189,13.0279
12659,1532332873000,47.8189,13.0279
12660,1532332874000,47.8189,13.0279
12661,1532332875000,47.8189,13.0279
12662,1532332876000,47.8189,13.0279
12663,1532332877000,47.8189,13.0279
12664,1532332878000,47.8189,13.0279
12665,1532332879000,47.8189,13.0279
12666,1532332880000,47.8189,13.0279
12667,1532332881000,47.8189,13.0279
12668,1532332882000,47.8189,13.0279
12669,1532332883000,47.8189,13.0279
12670,1532332884000,47.8189,13.0279
12671,1532332885000,47.8189,13.028
12672,1532332886000,47.8189,13.028
12673,1532332887000,47.8189,13.028
12674,1532332888000,47.8189,13.028
12675,1532332889000,47.8189,13.028
12676,1532332890000,47.8189,13.028
12677,1532332891000,47.8189,13.028
12678,1532332892000,47.8189,13.028
12679,1532332893000,47.8189,13.028
12680,1532332894000,47.8189,13.028
12681,1532332895000,47.8189,13.028
12682,1532332896000,47.8189,13.0281
12683,1532332897000,47.8189,13.0281
12684,1532332898000,47.8189,13.0281
12685,1532332899000,47.8189,13.0281
12686,1532332900000,47.8189,13.0281
12687,1532332901000,47.8189,13.0281
12688,1532332902000,47.8189,13.0281
12689,1532332903000,47.8189,13.0281
12690,1532332904000,47.8189,13.0281
12691,1532332905000,47.8189,13.0281
12692,1532332906000,47.8189,13.0281
12693,1532332907000,47.8189,13.0281
12694,1532332908000,47.8189,13.0281
12695,1532332909000,47.8189,13.0281
12696,1532332910000,47.8189,13.0281
12697,1532332911000,47.8189,13.0281
12698,1532332912000,47.8189,13.0281
12699,1532332913000,47.8189,13.0281
12700,1532332914000,47.8189,13.0281
12701,1532332915000,47.8189,13.0281
12702,1532332916000,47.8189,13.0281
12703,1532332917000,47.8189,13.0281
12704,1532332918000,47.8188,13.0281
12705,1532332919000,47.8188,13.0281
12706,1532332920000,47.8188,13.0281
12707,1532332921000,47.8188,13.0281
12708,1532332922000,47.8188,13.0281
12709,1532332923000,47.8188,13.0281
12710,1532332924000,47.8188,13.0281
12711,1532332925000,47.8188,13.0281
12712,1532332926000,47.8188,13.0281
12713,1532332927000,47.8188,13.0281
12714,1532332928000,47.8188,13.0281
12715,1532332929000,47.8188,13.0281
12716,1532332930000,47.8188,13.0281
12717,1532332931000,47.8188,13.0281
12718,1532332932000,47.8188,13.0281
12719,1532332933000,47.8188,13.0281
12720,1532332934000,47.8188,13.0281
12721,1532332935000,47.8188,13.0281
12722,1532332936000,47.8188,13.0281
12723,1532332937000,47.8188,13.0281
12724,1532332938000,47.8188,13.0281
12725,1532332939000,47.8188,13.0281
12726,1532332940000,47.8188,13.0281
12727,1532332941000,47.8188,13.0281
12728,1532332942000,47.8188,13.0281
12729,1532332943000,47.8188,13.0281
12730,1532332944000,47.8188,13.0281
12731,1532332945000,47.8188,13.0281
12732,1532332946000,47.8188,13.0281
12733,1532332947000,47.8188,13.0281
12734,1532332948000,47.8188,13.0281
12735,1532332949000,47.8188,13.0281
12736,1532332950000,47.8188,13.0281
12737,1532332951000,47.8188,13.0281
12738,1532332952000,47.8188,13.0281
12739,1532332953000,47.8188,13.0281
12740,1532332954000,47.8188,13.0281
12741,1532332955000,47.8188,13.0281
12742,1532332956000,47.8188,13.0281
12743,1532332957000,47.8188,13.0281
12744,1532332958000,47.8188,13.0281
12745,1532332959000,47.8188,13.0281
12746,1532332960000,47.8188,13.0281
12747,1532332961000,47.8188,13.0281
12748,1532332962000,47.8188,13.0281
12749,1532332963000,47.8188,13.0281
12750,1532332964000,47.8188,13.0281
12751,1532332965000,47.8188,13.0281
12752,1532332966000,47.8188,13.0281
12753,1532332967000,47.8188,13.0281
12754,1532332968000,47.8188,13.0281
12755,1532332969000,47.8188,13.0281
12756,1532332970000,47.8188,13.0281
12757,1532332971000,47.8188,13.0281
12758,1532332972000,47.8188,13.0281
12759,1532332973000,47.8188,13.0281
12760,1532332974000,47.8188,13.0281
12761,1532332975000,47.8188,13.0281
12762,1532332976000,47.8188,13.0281
12763,1532332977000,47.8188,13.0281
12764,1532332978000,47.8188,13.0281
12765,1532332979000,47.8188,13.0281
12766,1532332980000,47.8188,13.0281
12767,1532332981000,47.8188,13.0281
12768,1532332982000,47.8188,13.0281
12769,1532332983000,47.8188,13.0281
12770,1532332984000,47.8188,13.0281
12771,1532332985000,47.8188,13.0281
12772,1532332986000,47.8188,13.0281
12773,1532332987000,47.8188,13.0281
12774,1532332988000,47.8188,13.0281
12775,1532332989000,47.8188,13.0281
12776,1532332990000,47.8188,13.0281
12777,1532332991000,47.8188,13.0281
12778,1532332992000,47.8188,13.0281
12779,1532332993000,47.8188,13.0281
12780,1532332994000,47.8188,13.0281
12781,1532332995000,47.8188,13.0281
12782,1532332996000,47.8188,13.0281
12783,1532332997000,47.8188,13.0281
12784,1532332998000,47.8188,13.0281
12785,1532332999000,47.8188,13.0281
12786,1532333000000,47.8188,13.0281
12787,1532333001000,47.8188,13.0281
12788,1532333002000,47.8188,13.028
12789,1532333003000,47.8188,13.028
12790,1532333004000,47.8188,13.028
12791,1532333005000,47.8188,13.028
12792,1532333006000,47.8188,13.0281
12793,1532333007000,47.8188,13.0281
12794,1532333008000,47.8188,13.0281
12795,1532333009000,47.8188,13.0281
12796,1532333010000,47.8188,13.0281
12797,1532333011000,47.8188,13.0281
12798,1532333012000,47.8188,13.0281
12799,1532333013000,47.8188,13.0281
12800,1532333014000,47.8188,13.0281
12801,1532333015000,47.8188,13.0281
12802,1532333016000,47.8188,13.0281
12803,1532333017000,47.8188,13.0281
12804,1532333018000,47.8188,13.0281
12805,1532333019000,47.8188,13.0281
12806,1532333020000,47.8188,13.0281
12807,1532333021000,47.8188,13.0281
12808,1532333022000,47.8188,13.0281
12809,1532333023000,47.8188,13.0281
12810,1532333024000,47.8188,13.0281
12811,1532333025000,47.8188,13.0281
12812,1532333026000,47.8188,13.0281
12813,1532333027000,47.8188,13.0281
12814,1532333028000,47.8188,13.0281
12815,1532333029000,47.8188,13.0281
12816,1532333030000,47.8188,13.0281
12817,1532333031000,47.8188,13.0281
12818,1532333032000,47.8188,13.0281
12819,1532333033000,47.8188,13.0281
12820,1532333034000,47.8188,13.0281
12821,1532333035000,47.8188,13.0281
12822,1532333036000,47.8188,13.0281
12823,1532333037000,47.8188,13.0281
12824,1532333038000,47.8188,13.0281
12825,1532333039000,47.8188,13.0281
12826,1532333040000,47.8188,13.0281
12827,1532333041000,47.8188,13.028
12828,1532333042000,47.8188,13.028
12829,1532333043000,47.8188,13.028
12830,1532333044000,47.8188,13.0281
12831,1532333045000,47.8188,13.0281
12832,1532333046000,47.8188,13.0281
12833,1532333047000,47.8188,13.0281
12834,1532333048000,47.8188,13.0281
12835,1532333049000,47.8188,13.0281
12836,1532333050000,47.8188,13.0281
12837,1532333051000,47.8188,13.0281
12838,1532333052000,47.8188,13.0281
12839,1532333053000,47.8188,13.0281
12840,1532333054000,47.8188,13.0281
12841,1532333055000,47.8188,13.0281
12842,1532333056000,47.8188,13.0281
12843,1532333057000,47.8188,13.0281
12844,1532333058000,47.8188,13.0281
12845,1532333059000,47.8188,13.0281
12846,1532333060000,47.8188,13.0281
12847,1532333061000,47.8188,13.0281
12848,1532333062000,47.8188,13.0281
12849,1532333063000,47.8188,13.0281
12850,1532333064000,47.8188,13.0281
12851,1532333065000,47.8188,13.0281
12852,1532333066000,47.8188,13.0281
12853,1532333067000,47.8188,13.0281
12854,1532333068000,47.8188,13.0281
12855,1532333069000,47.8188,13.0281
12856,1532333070000,47.8188,13.0281
12857,1532333071000,47.8188,13.0281
12858,1532333072000,47.8188,13.0281
12859,1532333073000,47.8188,13.0281
12860,1532333074000,47.8188,13.0281
12861,1532333075000,47.8188,13.0281
12862,1532333076000,47.8188,13.0281
12863,1532333077000,47.8188,13.0281
12864,1532333078000,47.8188,13.0281
12865,1532333079000,47.8188,13.0281
12866,1532333080000,47.8188,13.0281
12867,1532333081000,47.8188,13.0281
12868,1532333082000,47.8188,13.0281
12869,1532333083000,47.8188,13.0281
12870,1532333084000,47.8188,13.0281
12871,1532333085000,47.8188,13.0281
12872,1532333086000,47.8188,13.0281
12873,1532333087000,47.8188,13.0281
12874,1532333088000,47.8188,13.0281
