timestamp,sensorName,valueX,valueY,valueZ
1626202310602,Accelerometer,9.680664,-1.076416,-0.45481873
1626202310604,Accelerometer,9.661499,-1.0357056,-0.62480164
1626202310608,Accelerometer,9.570526,-1.0596466,-1.0581512
1626202310612,Accelerometer,9.4891205,-1.0644379,-1.4795227
1626202310615,Accelerometer,9.522644,-1.1075287,-1.4867096
1626202310620,Accelerometer,9.551376,-1.1338654,-1.1922302
1626202310624,Accelerometer,9.608826,-1.1147156,-0.84506226
1626202310628,Accelerometer,9.697418,-1.100357,-0.70381165
1626202310632,Accelerometer,9.673477,-1.0596466,-0.9456177
1626202310636,Accelerometer,9.572922,-1.0404968,-1.2137756
1626202310640,Accelerometer,9.469971,-1.0357056,-1.2688446
1626202310644,Accelerometer,9.503479,-1.0476837,-1.1539154
1626202310648,Accelerometer,9.58728,-1.0692291,-1.017456
1626202310652,Accelerometer,9.663895,-1.0955658,-1.0078735
1626202310656,Accelerometer,9.656708,-1.0883789,-1.0988464
1626202310659,Accelerometer,9.625595,-1.0548706,-1.1994019
1626202310664,Accelerometer,9.582489,-1.0381012,-1.1826477
1626202310668,Accelerometer,9.52504,-1.0237427,-1.0509644
1626202310672,Accelerometer,9.522644,-1.0428925,-0.9456177
1626202310676,Accelerometer,9.575317,-1.0596466,-0.9767456
1626202310680,Accelerometer,9.635162,-1.076416,-1.1132202
1626202310684,Accelerometer,9.639954,-1.0859833,-1.2640533
1626202310688,Accelerometer,9.596863,-1.0812073,-1.2784119
1626202310692,Accelerometer,9.577713,-1.076416,-1.1658936
1626202310696,Accelerometer,9.572922,-1.076416,-1.0390015
1626202310700,Accelerometer,9.558548,-1.0812073,-0.97914124
1626202310704,Accelerometer,9.556152,-1.0883789,-1.0246277
1626202310707,Accelerometer,9.589676,-1.1027527,-1.1060333
1626202310711,Accelerometer,9.60643,-1.1147156,-1.1682892
1626202310716,Accelerometer,9.596863,-1.0883789,-1.1180115
1626202310720,Accelerometer,9.589676,-1.0740204,-1.0749054
1626202310720,Gyroscope,-0.008483887,0.0012969971,-0.0011901855
